,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Times Missed,Damages
3972,79322,06/29/18,Trash - Curbside/Alley Missed Pickup,missed,2160 whitney ave b,37210,waste ind,4407,17.0,1746595.28218176,653475.965633653,1.0,0.0
3973,79324,06/29/18,Trash - Curbside/Alley Missed Pickup,missed- trash- several on street missed,4925 buena vista pike,37218,red river,3204,1.0,1725191.49377238,691385.995629977,1.0,0.0
3974,79329,06/29/18,Trash - Curbside/Alley Missed Pickup,missed trash pickup friday {seen trash/truck pickup everyone else leaving there's. curb,4905 secretariat dr,37013,red river,3504,33.0,1786608.04026601,629661.537397356,1.0,0.0
3975,79344,06/29/18,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,1007 fairwin ave,37216,metro,9507,5.0,1748963.93469696,679978.902010356,1.0,0.0
3976,79368,06/29/18,Trash - Backdoor,cart missed for 3rd week,5138 raywood ln,37211,red river,3403,27.0,1758352.68695427,627872.660542696,2.0,200.0
3977,79377,06/29/18,Trash - Curbside/Alley Missed Pickup,"file complaint trash keeps getting missed curbside 2 weeks in row. {friday} caller states he heard truck passing and still missing his cart. 
615-717-8272",2775 couchville pike,37217,red river,2504,29.0,1781542.42595452,648026.668678134,2.0,200.0
3978,79384,06/29/18,Trash - Curbside/Alley Missed Pickup,trash/carts in back of church parking lot. emptied carts please.,325 elberta st,37210,waste ind,4406,16.0,1747576.45082335,650742.741797743,3.0,400.0
3979,79390,06/29/18,Trash - Curbside/Alley Missed Pickup,curb trash miss thursday's pickup.,236 highland villa cir,37211,red river,4402S,27.0,1750150.23441083,622733.588193506,1.0,0.0
3980,79395,06/29/18,Trash - Curbside/Alley Missed Pickup,the entire street was missed,1 belle forrest ave c,37206,metro,9502,7.0,1751942.48324318,677895.310490419,1.0,0.0
3981,79401,06/29/18,Trash - Curbside/Alley Missed Pickup,please perform the trash pick up.,716 s 12th st,37206,waste ind,4508,6.0,1747081.68191528,668121.231078841,2.0,200.0
3982,79405,06/29/18,Trash - Curbside/Alley Missed Pickup,missed on tuesday,2013 14th ave n,37208,red river,4209,2.0,1729689.20668563,674798.235564036,4.0,600.0
3983,79408,06/29/18,Trash - Curbside/Alley Missed Pickup,cart still out everyone missed,1224 lillian st,37206,red river,1507,6.0,1747595.38947571,670530.532252946,1.0,0.0
3984,79409,06/29/18,Trash - Curbside/Alley Missed Pickup,they are not picking my trash 5159 hickory hollow pkwy for 2 weeks,5159 hickory hollow pkwy,37013,red river,4504,32.0,1772084.85499488,625515.514750204,8.0,1400.0
3985,79412,06/29/18,Trash - Curbside/Alley Missed Pickup,missed,3528 dove creek rd,37013,red river,3503,33.0,1791679.22853054,633386.914714383,1.0,0.0
3986,79416,06/29/18,Trash - Curbside/Alley Missed Pickup,our entire street failed to get picked up.,2907 selena dr,37211,red river,4304,16.0,1752160.16674661,647058.542693924,2.0,200.0
3987,79420,06/29/18,Trash - Curbside/Alley Missed Pickup,missed this side of street,1729 4th ave n,37216,waste ind,3207,7.0,1734660.39318163,674652.769747011,1.0,0.0
3988,79425,06/29/18,Trash - Curbside/Alley Missed Pickup,missed- trash,1903 cahal ave,37206,metro,9502,7.0,1752965.73506561,678628.901702287,3.0,400.0
3989,79424,06/29/18,Trash - Curbside/Alley Missed Pickup,several missed,1425 calais ct,37013,red river,3504,29.0,1785128.2293407,632022.900342225,1.0,0.0
3990,79426,06/29/18,Trash - Curbside/Alley Missed Pickup,"missed
notes added by g.a: whole neighborhood missed last friday.",1013 dove creek ct,37013,red river,3503,33.0,1791428.00992899,633384.811325437,3.0,400.0
3991,79429,06/29/18,Trash - Curbside/Alley Missed Pickup,the whole street was missed for trash pick up.,2913 selena drive,37211,,,16.0,1752073.44308448,646882.415467282,1.0,0.0
3992,79433,06/29/18,Trash - Curbside/Alley Missed Pickup,missed- trash,2909 elm hill pike,37214,red river,2502,15.0,1774137.98595683,659951.63628672,3.0,400.0
3993,79434,06/29/18,Trash - Curbside/Alley Missed Pickup,miss.,1622 boscobel st,37206,metro,9508,6.0,1749840.53854738,669796.814273162,2.0,200.0
3994,79439,06/29/18,Trash - Curbside/Alley Missed Pickup,they missed trash pick again. also others in neighborhood,102 graeme dr,37214,red river,1504,15.0,1761308.33678587,670398.501582005,2.0,200.0
3995,79443,06/29/18,Trash - Curbside/Alley Missed Pickup,the trash bin was outside and along the sidewalk before 7am on 6/29/18 and was simply ignored,4000 calumet dr,37013,red river,3504,33.0,1786323.90518829,631670.240879778,1.0,0.0
3996,79454,06/30/18,Trash - Curbside/Alley Missed Pickup,they didn't take the trash from one of the garbage cans.,421 benita dr,37211,red river,1403,26.0,1756497.3638885,640510.98827222,1.0,0.0
3997,79510,07/01/18,Trash - Curbside/Alley Missed Pickup,our 4th thursday pickup day for barnes crossing was missed this week and several people submitted requests for a missed pick up. however out hoa requires us to return our bins to behind our townhomes because they ?won?t be picked up over the weekend?. so we did and of course you all came by yesterday. so several of us ha e missed it again. we have place our bins back at curb and request a pickup. we will leave bins out until picked up. thank you.,1866 shaylin loop,37013,red river,4403,31.0,1759523.8605101,619006.70670715,1.0,0.0
3998,79551,07/01/18,Trash - Curbside/Alley Missed Pickup,not sure if cart was down in time,208 scott ave,37206,metro,9503,6.0,1751872.1106716,674603.06534689,2.0,200.0
3999,79589,07/02/18,Trash - Curbside/Alley Missed Pickup,curbside trash/miss last friday. everyone in this neighbor-hood missed.,3517 dove creek rd,37013,red river,3503,33.0,1791692.62951894,633645.296599778,1.0,0.0
4000,79590,07/02/18,Trash - Backdoor,missed- backdoor pickup,186 wheeler ave,37211,red river,4304,16.0,1753559.53496684,642116.097185405,1.0,0.0
4001,79628,07/02/18,Trash - Curbside/Alley Missed Pickup,missed- trash,940 mansfield st,37206,metro,9501,5.0,1745911.53493431,673620.902434112,1.0,0.0
4002,79636,07/02/18,Trash - Curbside/Alley Missed Pickup,"unit-b 
this is a yellow house located behind house on corner of fairfield ave & j c napier st. behind napier elementary school.  the address may also pull up as 106 jc napier st.",79 fairfield ave,37210,waste ind,4507,19.0,1745132.47666321,662530.077900664,2.0,200.0
4003,79644,07/02/18,Trash - Curbside/Alley Missed Pickup,curbside trash/miss pickup last friday. wants cart emptied,2111 scott ave,37216,metro,9502,7.0,1752529.93519129,679267.302736511,1.0,0.0
4004,79691,07/02/18,Trash - Curbside/Alley Missed Pickup,curb trash miss last thursday. everything in bags,112 bess ct n,37013,red river,4404,30.0,1763920.33816724,625905.693025226,2.0,200.0
4005,79693,07/02/18,Trash - Curbside/Alley Missed Pickup,curb trash miss last thursday. everything in bags,112 bess ct n,37013,red river,4404,30.0,1763919.6508344,625907.013944513,2.0,200.0
4006,79714,07/02/18,Trash - Backdoor,backdoor miss for the past 2 weeks,105 westover ave,37205,red river,1302,23.0,1714027.53031433,643458.497001504,4.0,600.0
4007,79719,07/02/18,Trash - Curbside/Alley Missed Pickup,missed.,2787 smith springs rd,37217,red river,2505,29.0,1787413.15586518,639285.187758362,1.0,0.0
4008,79745,07/02/18,Trash - Curbside/Alley Missed Pickup,our trash was not picked up and the cans are full.,1403 54th ave n,37209,metro,9302,20.0,1716654.51613821,667135.948872483,2.0,200.0
4009,79746,07/02/18,Trash - Curbside/Alley Missed Pickup,missed,4001 anderson rd,37217,red river,4506,29.0,1790976.70112656,646086.57852293,3.0,400.0
4010,79755,07/02/18,Trash - Backdoor,missed...cart was missed for past 2 weeks..cart is full,225 carden ave,37205,red river,2304,24.0,1723052.3308711,654617.699708407,3.0,400.0
4011,79852,07/02/18,Trash - Backdoor,"backdoor/trash miss last wednesday, now she will have overflow for this pickup.",6652 clearbrook dr,37205,red river,1303,23.0,1704207.52789439,640776.896822388,1.0,0.0
4012,79865,07/02/18,Trash - Curbside/Alley Missed Pickup,missed,2777 pennington bend rd,37214,red river,1501,15.0,1765373.73837574,686440.903209931,2.0,200.0
4013,79884,07/02/18,Trash - Curbside/Alley Missed Pickup,missed entire street- carts are curbside in front of the home.,10 belle forrest ave,37206,metro,9502,7.0,1751718.49763352,678077.934102711,1.0,0.0
4014,79887,07/02/18,Trash - Curbside/Alley Missed Pickup,missed.,3100 towne valley rd,37013,red river,3504,33.0,1788487.8562443,632349.034547636,1.0,0.0
4015,79911,07/02/18,Trash - Curbside/Alley Missed Pickup,not picking up hers but get neighbors.,2304 scott ave,37216,metro,9502,7.0,1752135.03581757,680569.907229684,2.0,200.0
4016,79940,07/03/18,Trash - Curbside/Alley Missed Pickup,they just completely missed last wednesdays pickup. all the trash cans are overflowing  now and the fourth is tomorrow. it will be a mess by next wednesday. this is urgent.,2200 albion st,37208,,,21.0,1729376.79590183,668035.556552269,2.0,200.0
4017,79951,07/03/18,Trash - Curbside/Alley Missed Pickup,alley trash miss last friday.,1413 straightway ave,37206,metro,9502,7.0,1750052.83180686,677960.791793757,1.0,0.0
4018,80018,07/03/18,Trash Collection Complaint,trash was trailed in front of her driveway after collection- very upset that driver did not pick up the trash. she collected everything and her cart is full again. needs him to go back and empty her cart.,1813 jones ave,37207,metro,9203,5.0,1744939.53492282,681599.301695637,2.0,200.0
4019,80089,07/03/18,Trash - Backdoor,missed backdoor for 3 weeks,914 mitchell rd,37206,red river,1201,6.0,1757323.33607487,673543.503310709,1.0,0.0
4020,80099,07/03/18,Trash - Curbside/Alley Missed Pickup,the entire cul de sac was missed,1004 dove creek ct,37013,red river,3503,33.0,1791472.57059627,633557.767321773,1.0,0.0
4021,80119,07/03/18,Trash - Curbside/Alley Missed Pickup,"we had our can out, and it was not picked up.",716 s 12th st,37206,waste ind,4508,6.0,1747081.68191528,668121.231078841,2.0,200.0
4022,80142,07/03/18,Trash - Curbside/Alley Missed Pickup,everyone on the cal de sac miss for trash/last friday. corner home and truck came but did not come into the cal de sac. caller wants carts emptied.,3516 dove creek rd,37013,red river,3503,33.0,1791556.53330353,633620.646554758,3.0,400.0
4023,80149,07/03/18,Trash - Curbside/Alley Missed Pickup,curbside trash/missed today unit-b {customer wants to know why? cart was missed when cart was out the same time that others where. wants supervisor to call her or come and emptied cart.,4944 buena vista pike b,37218,red river,3204,3.0,1725310.09366451,692021.697278545,1.0,0.0
4024,80183,07/03/18,Trash - Backdoor,backdoor miss,1606 22nd ave n,37208,metro,9208,21.0,1728873.56126127,671463.01898836,5.0,800.0
4025,80186,07/03/18,Trash - Curbside/Alley Missed Pickup,my trash was not picked up again.  i have lived here for almost a year and my recycle can has never been picked up and this the 3rd time my trash was not picked up,668 annex ave,37209,red river,4203S,20.0,1710049.96969384,666952.813457074,2.0,200.0
4026,80193,07/03/18,Trash - Curbside/Alley Missed Pickup,missed- trash,1606 22nd ave n,37208,metro,9208,21.0,1728872.81440113,671463.089597888,5.0,800.0
4027,80210,07/03/18,Trash Collection Complaint,missed- trash 3 weeks - caller said missed all the time.,1005 n 6th st,37207,metro,9203,5.0,1743883.53465318,676228.900672734,2.0,200.0
4028,80221,07/03/18,Trash - Curbside/Alley Missed Pickup,once again my trash did not get picked up. this is the 3rd time. i will not take it to a convince center and i'm not putting a full trash can in my car port for another week in hopes of someone that might do there fucking job,668 annex ave,37209,red river,4203S,20.0,1710090.30807663,666910.503226193,2.0,200.0
4029,80222,07/03/18,Trash - Curbside/Alley Missed Pickup,miss,1707 porter rd,37206,red river,1203,7.0,1755515.33617609,678511.701800369,2.0,200.0
4030,80225,07/03/18,Trash - Curbside/Alley Missed Pickup,missed,2103 14th ave n,37208,metro,9205,2.0,1729597.13313653,675185.702922442,2.0,200.0
4031,80227,07/03/18,Trash - Curbside/Alley Missed Pickup,missed- trash,474 sunliner dr,37209,red river,4205,20.0,1707180.32809268,662976.901184967,2.0,200.0
4032,80231,07/03/18,Trash - Curbside/Alley Missed Pickup,only removed some of trash from cart. left appx 1/3 of trash in cart and some was on the ground in front of property,906 blue ridge dr,37207,metro,9202,5.0,1746026.73430356,679131.302622972,1.0,0.0
4033,80234,07/03/18,Trash - Curbside/Alley Missed Pickup,"did not completely empty cart, only some trash taken.",1313 n 6th st,37207,metro,9203,5.0,1744220.74119026,678569.773963921,1.0,0.0
4034,80263,07/04/18,Trash - Curbside/Alley Missed Pickup,"can your supervisor please contact me directly to let me know what i'm doing wrong? i find myself submitting these requests way too often. if there is anything i can do to help, let me know.  -adam 757-642-6976",870 sharpe ave,37206,metro,9203,5.0,1745289.01157248,676949.524546198,11.0,2000.0
4035,80264,07/04/18,Trash - Curbside/Alley Missed Pickup,this is the second time in a row that when the trash has been put out it has been missed.,1203 n 7th st,37207,metro,9203,5.0,1744503.65059258,677597.824084171,2.0,200.0
4036,80269,07/04/18,Trash - Curbside/Alley Missed Pickup,this is the second time that our trash has not been picked up when it was on the alleyway prior to the arrival of the garbage truck.,1832 4th ave n,37208,waste ind,3207,19.0,1734135.2994578,675452.23354688,1.0,0.0
4037,80286,07/05/18,Trash - Curbside/Alley Missed Pickup,missed for 2 weeks,1113 w grove ave,37203,metro,9401,17.0,1736019.75904433,656582.079767255,2.0,200.0
4038,80287,07/05/18,Trash - Curbside/Alley Missed Pickup,this street missed,3905 tucker rd,37218,red river,3204,1.0,1724720.41691485,685470.093802383,2.0,200.0
4039,80366,07/05/18,Trash - Curbside/Alley Missed Pickup,carts still out,3835 hydes ferry rd,37218,red river,4202,2.0,1719023.9096471,679974.193441148,4.0,600.0
4040,80377,07/05/18,Trash - Curbside/Alley Missed Pickup,"corner of douglas ave and that's where cart sits, not on n 7th st. having issues for past weeks with the driver picking up the trash. trash collected- curbside says trash only gets pickup every other week. coming from dickerson rd - the driver collects everybody on the left side but will not collect her side.",610 douglas ave,37207,metro,9203,5.0,1744405.79642813,678080.511394097,5.0,800.0
4041,80386,07/05/18,Trash - Curbside/Alley Missed Pickup,missed- hasn't had a collection in 3 weeks.,821 w greenwood ave,37206,metro,9203,5.0,1745841.90437926,677354.27229027,1.0,0.0
4042,80412,07/05/18,Trash - Curbside/Alley Missed Pickup,missed- collected everyone but his.,1920 herman st,37208,metro,9208,21.0,1730528.98754377,667078.935823681,2.0,200.0
4043,80486,07/05/18,Trash - Backdoor,backdoor miss,5137 fredericksburg way e,37027,red river,4401,4.0,1742710.43888067,620778.978108535,9.0,1600.0
4044,80507,07/05/18,Trash - Curbside/Alley Missed Pickup,cart still out,878 carter st,37206,metro,9203,5.0,1745502.18576657,676620.306687342,5.0,800.0
4045,80515,07/05/18,Trash - Curbside/Alley Missed Pickup,miss,513 fisk st,37203,metro,9208,19.0,1732140.80876208,666017.611598359,3.0,400.0
4046,80529,07/05/18,Trash - Curbside/Alley Missed Pickup,cart still out,700 work dr,37207,red river,3205,2.0,1729256.29894153,687729.28746237,1.0,0.0
4047,80540,07/05/18,Trash - Curbside/Alley Missed Pickup,missed,1906 meridian st,37207,metro,9206,5.0,1742450.38043057,682355.135670795,1.0,0.0
4048,80552,07/05/18,Trash - Backdoor,cart missed for weeks,319 emery dr,37214,red river,2502,15.0,1768867.05335581,662950.312301651,1.0,0.0
4049,80561,07/05/18,Trash - Curbside/Alley Missed Pickup,entire street missed,3407 clarksville pike,37218,red river,4202,2.0,1722156.58158401,678890.820214733,1.0,0.0
4050,80575,07/05/18,Trash - Curbside/Alley Missed Pickup,missed.,5300 hickory park dr,37013,red river,4405,32.0,1770318.79909187,623612.744574672,2.0,200.0
4051,80587,07/05/18,Trash Collection Complaint,"i repeatedly have issues with the trash cans being left in the alley, such that a vehicle cannot pass through without first placing every cart back onto someone's property. it's particularly awful on recycling days (today/thursdays). i have talked with my council member (burkley allen) to convey the issue, and am reporting it here with a photo. this is a regular, weekly problem. i pay taxes to pay for the proper trash collection. i am not personally paid to get out of my car every few feet and move a trash can (often smelly, tipped over, and wet) out of my way.  the photo only shows the next few houses from mine - not even the entire alley problems today.  four cans in the way, one green one knocked over and left on its side.",1509 ferguson ave,37212,metro,9402,18.0,1734264.59162885,650914.441948249,6.0,1000.0
